sample,_study,detailed_category,_sample_type,primary disease or tissue,CLDN4
GTEX-XMD2-0006-SM-4WWEG,GTEX,Whole Blood,Normal Tissue,Whole Blood,-3.626
GTEX-13SLW-0226-SM-5S2NA,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,1.322
GTEX-YBZK-0005-SM-59HKG,GTEX,Whole Blood,Normal Tissue,Whole Blood,-3.308
GTEX-1399R-0126-SM-5IFEV,GTEX,Thyroid,Normal Tissue,Thyroid,7.151
TCGA-CG-4466-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,8.137
TCGA-A3-3383-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,6.664
GTEX-13FHP-0226-SM-5K7WD,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,0.7748
TCGA-NJ-A4YI-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.9
TCGA-D8-A1XJ-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.406
TCGA-VT-A80J-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,1.373
GTEX-R55G-0126-SM-48FDS,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-1.431
GTEX-Y5V5-2526-SM-4VBQ4,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-0.3022
GTEX-S32W-0004-SM-2XCE9,GTEX,Cells - Ebv-Transformed Lymphocytes,Cell Line,Cells - Ebv-Transformed Lymphocytes,-1.831
TCGA-BQ-5880-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,7.106
GTEX-W5WG-1626-SM-4LMKG,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,7.275
TCGA-24-1845-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.487
TCGA-AA-3516-11,TCGA,Colon Adenocarcinoma,Solid Tissue Normal,Colon Adenocarcinoma,9.817
TARGET-10-PANIEU-03,TARGET,Acute Lymphoblastic Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Lymphoblastic Leukemia,-5.574
GTEX-12ZZZ-0011-R10a-SM-5P9HC,GTEX,Brain - Frontal Cortex (Ba9),Normal Tissue,Brain - Frontal Cortex (Ba9),-1.086
TCGA-HU-A4GP-11,TCGA,Stomach Adenocarcinoma,Solid Tissue Normal,Stomach Adenocarcinoma,-2.388
TCGA-J9-A8CK-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.079
TCGA-BA-6870-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,6.017
GTEX-X4XY-0011-R8A-SM-46MVC,GTEX,Brain - Hypothalamus,Normal Tissue,Brain - Hypothalamus,-3.626
TCGA-EE-A2MP-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-1.595
TCGA-MV-A51V-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,11.45
GTEX-13QJC-0011-R6a-SM-5S2VI,GTEX,Brain - Nucleus Accumbens (Basal Ganglia),Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),-2.053
TCGA-5P-A9K4-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,8.287
TCGA-VD-A8KE-01,TCGA,Uveal Melanoma,Primary Tumor,Uveal Melanoma,-3.171
GTEX-N7MT-1426-SM-3LK5M,GTEX,Artery - Aorta,Normal Tissue,Artery - Aorta,-1.117
TCGA-G4-6320-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.556
TCGA-56-A4BX-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,8.375
TCGA-34-7107-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,5.35
TARGET-20-PASMHY-03,TARGET,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,-9.966
GTEX-ZUA1-0011-R8b-SM-51MST,GTEX,Brain - Hypothalamus,Normal Tissue,Brain - Hypothalamus,-2.826
GTEX-139TU-0226-SM-5J1NM,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,1.745
GTEX-146FH-2426-SM-5Q5EW,GTEX,Colon - Sigmoid,Normal Tissue,Colon - Sigmoid,3.996
GTEX-ZTSS-1126-SM-5985O,GTEX,Colon - Transverse,Normal Tissue,Colon - Transverse,8.693
TCGA-CV-6955-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,7.742
TARGET-10-PAPBZK-09,TARGET,Acute Lymphoblastic Leukemia,Primary Blood Derived Cancer - Bone Marrow,Acute Lymphoblastic Leukemia,-9.966
TCGA-P3-A5Q6-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,5.229
GTEX-X5EB-0626-SM-46MVQ,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-3.816
GTEX-13NYB-0726-SM-5MR4J,GTEX,Thyroid,Normal Tissue,Thyroid,7.306
GTEX-ZYVF-2526-SM-5E45C,GTEX,Esophagus - Gastroesophageal Junction,Normal Tissue,Esophagus - Gastroesophageal Junction,-1.831
TCGA-D7-A4Z0-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,7.59
TCGA-24-2293-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.909
GTEX-13FHP-0011-R7b-SM-5LZYI,GTEX,Brain - Putamen (Basal Ganglia),Normal Tissue,Brain - Putamen (Basal Ganglia),-5.012
TCGA-44-6146-11,TCGA,Lung Adenocarcinoma,Solid Tissue Normal,Lung Adenocarcinoma,7.261
TCGA-QK-A64Z-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,3.51
TCGA-SL-A6JA-01,TCGA,Uterine Corpus Endometrioid Carcinoma,Primary Tumor,Uterine Corpus Endometrioid Carcinoma,9.855
TCGA-AC-A2FK-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.512
TCGA-56-7222-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.796
TCGA-VP-A879-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.087
TCGA-29-A5NZ-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,8.594
TCGA-CG-4462-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,7.137
TCGA-CH-5751-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.066
TCGA-DA-A1I4-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-2.315
TCGA-HC-8265-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.017
GTEX-ZE7O-1526-SM-5J1NH,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-2.826
TCGA-37-4129-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.108
TCGA-DD-AAVZ-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,5.345
GTEX-11EMC-3326-SM-5P9JH,GTEX,Brain - Cerebellum,Normal Tissue,Brain - Cerebellum,1.001
K-562-SM-5P9EQ,GTEX,Cells - Leukemia Cell Line (Cml),Cell Line,Cells - Leukemia Cell Line (Cml),-2.245
GTEX-ZYVF-0526-SM-5E43E,GTEX,Uterus,Normal Tissue,Uterus,-0.1345
GTEX-13X6I-1526-SM-5SIAC,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-0.7346
TCGA-B0-5117-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,6.363
GTEX-U3ZH-0126-SM-4DXUK,GTEX,Spleen,Normal Tissue,Spleen,0.4233
TCGA-DJ-A13R-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,4.75
TCGA-DD-A116-11,TCGA,Liver Hepatocellular Carcinoma,Solid Tissue Normal,Liver Hepatocellular Carcinoma,0.9419
TCGA-E9-A1R4-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.108
TCGA-3U-A98F-01,TCGA,Mesothelioma,Primary Tumor,Mesothelioma,-0.9971
TCGA-C5-A1MF-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,6.4
TCGA-77-8145-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.424
GTEX-13N2G-2226-SM-5IJCU,GTEX,Colon - Sigmoid,Normal Tissue,Colon - Sigmoid,0.6145
TCGA-LL-A740-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.786
TCGA-DX-AB2O-01,TCGA,Sarcoma,Primary Tumor,Sarcoma,1.334
TCGA-F5-6863-01,TCGA,Rectum Adenocarcinoma,Primary Tumor,Rectum Adenocarcinoma,9.028
TCGA-AB-2972-03,TCGA,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,-2.053
GTEX-ZDXO-0426-SM-4WKF6,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-4.293
TCGA-33-AASD-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.152
TCGA-ET-A3BS-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.224
GTEX-13112-0011-R7b-SM-5DUVW,GTEX,Brain - Putamen (Basal Ganglia),Normal Tissue,Brain - Putamen (Basal Ganglia),-1.086
TCGA-BH-A0BZ-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.82
TCGA-22-5478-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,8.639
TCGA-29-1768-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,5.906
GTEX-13N11-0526-SM-5IJFI,GTEX,Ovary,Normal Tissue,Ovary,0.2277
GTEX-12WSA-0011-R5b-SM-5GU5I,GTEX,Brain - Caudate (Basal Ganglia),Normal Tissue,Brain - Caudate (Basal Ganglia),-2.315
TCGA-MN-A4N1-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.806
TCGA-GK-A6C7-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,4.767
TCGA-IQ-A61O-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,4.239
TCGA-92-8063-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,8.667
GTEX-145LV-0226-SM-5S2QG,GTEX,Heart - Atrial Appendage,Normal Tissue,Heart - Atrial Appendage,-1.431
GTEX-S7SE-0826-SM-4AT4D,GTEX,Breast - Mammary Tissue,Normal Tissue,Breast - Mammary Tissue,1.46
TCGA-EW-A423-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,8.007
TCGA-ED-A627-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,5.713
GTEX-XXEK-1026-SM-4BRUW,GTEX,Small Intestine - Terminal Ileum,Normal Tissue,Small Intestine - Terminal Ileum,7.683
TCGA-A4-7286-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,7.851
TCGA-N6-A4VC-01,TCGA,Uterine Carcinosarcoma,Primary Tumor,Uterine Carcinosarcoma,8.133
TCGA-39-5028-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,6.681
GTEX-132NY-0326-SM-5IJBL,GTEX,Skin - Sun Exposed (Lower Leg),Normal Tissue,Skin - Sun Exposed (Lower Leg),7.519
GTEX-ZT9X-0008-SM-4YCD7,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,1.486
TCGA-C8-A3M8-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.018
GTEX-POMQ-0626-SM-3P61E,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,0.03
TCGA-EM-A2CJ-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,6.979
TCGA-EJ-A8FP-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,7.393
GTEX-ZF28-3026-SM-4WKHP,GTEX,Brain - Cortex,Normal Tissue,Brain - Cortex,-0.5756
TCGA-AB-2914-03,TCGA,Acute Myeloid Leukemia,Primary Blood Derived Cancer - Peripheral Blood,Acute Myeloid Leukemia,-9.966
TCGA-ER-A19S-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-4.293
TCGA-W2-A7HB-01,TCGA,Pheochromocytoma & Paraganglioma,Primary Tumor,Pheochromocytoma & Paraganglioma,-2.727
GTEX-OOBJ-1026-SM-3NB2L,GTEX,Pancreas,Normal Tissue,Pancreas,4.07
TCGA-AY-A69D-01,TCGA,Colon Adenocarcinoma,Primary Tumor,Colon Adenocarcinoma,9.541
GTEX-P78B-1626-SM-2S1O1,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-1.056
TCGA-55-A4DG-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.29
TARGET-50-PAJNTJ-02,TARGET,Wilms Tumor,Recurrent Solid Tumor,Wilms Tumor,4.618
TARGET-50-PAJNTJ-01,TARGET,Wilms Tumor,Primary Solid Tumor,Wilms Tumor,5.43
TCGA-XD-AAUL-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,9.291
GTEX-ZUA1-0011-R7b-SM-4YCDP,GTEX,Brain - Putamen (Basal Ganglia),Normal Tissue,Brain - Putamen (Basal Ganglia),-2.178
GTEX-11ZVC-0011-R9a-SM-57WC5,GTEX,Brain - Spinal Cord (Cervical C-1),Normal Tissue,Brain - Spinal Cord (Cervical C-1),-2.053
TCGA-ET-A2N4-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.677
TCGA-BJ-A28X-11,TCGA,Thyroid Carcinoma,Solid Tissue Normal,Thyroid Carcinoma,6.944
TCGA-58-A46J-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,5.238
TCGA-BR-7703-11,TCGA,Stomach Adenocarcinoma,Solid Tissue Normal,Stomach Adenocarcinoma,4.264
GTEX-1399U-1526-SM-5J2N7,GTEX,Vagina,Normal Tissue,Vagina,7.402
TCGA-CV-7091-11,TCGA,Head & Neck Squamous Cell Carcinoma,Solid Tissue Normal,Head & Neck Squamous Cell Carcinoma,1.357
TCGA-EE-A3AB-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,1.215
TCGA-EJ-8468-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.613
GTEX-13FH7-2126-SM-5L3DJ,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-5.574
K-562-SM-32PMP,GTEX,Cells - Leukemia Cell Line (Cml),Cell Line,Cells - Leukemia Cell Line (Cml),-2.932
TCGA-24-1551-01,TCGA,Ovarian Serous Cystadenocarcinoma,Primary Tumor,Ovarian Serous Cystadenocarcinoma,7.837
GTEX-SUCS-0226-SM-32PLQ,GTEX,Thyroid,Normal Tissue,Thyroid,7.074
TCGA-06-2561-01,TCGA,Glioblastoma Multiforme,Primary Tumor,Glioblastoma Multiforme,-1.938
GTEX-11DXX-0008-SM-5Q5B8,GTEX,Cells - Transformed Fibroblasts,Cell Line,Cells - Transformed Fibroblasts,-1.149
TCGA-PK-A5H9-01,TCGA,Adrenocortical Cancer,Primary Tumor,Adrenocortical Cancer,-2.932
TCGA-LN-A49Y-01,TCGA,Esophageal Carcinoma,Primary Tumor,Esophageal Carcinoma,5.666
TCGA-IN-8663-01,TCGA,Stomach Adenocarcinoma,Primary Tumor,Stomach Adenocarcinoma,9.241
TCGA-DD-AAVV-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,4.644
TCGA-ZJ-A8QQ-01,TCGA,Cervical & Endocervical Cancer,Primary Tumor,Cervical & Endocervical Cancer,5.298
TCGA-37-4133-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,8.631
TCGA-ZC-AAAF-01,TCGA,Thymoma,Primary Tumor,Thymoma,-0.9686
GTEX-SIU7-1326-SM-4BRWW,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-1.181
TCGA-RL-AAAS-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,6.938
TCGA-2G-AAHN-01,TCGA,Testicular Germ Cell Tumor,Primary Tumor,Testicular Germ Cell Tumor,0.5763
TCGA-L9-A5IP-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.109
TCGA-22-5482-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,7.225
TCGA-CJ-5672-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,5.548
TCGA-73-4662-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,9.677
GTEX-WZTO-0011-R4A-SM-3NMC7,GTEX,Brain - Amygdala,Normal Tissue,Brain - Amygdala,-1.283
TCGA-SQ-A6I6-01,TCGA,Pheochromocytoma & Paraganglioma,Primary Tumor,Pheochromocytoma & Paraganglioma,-3.626
TCGA-CQ-5327-01,TCGA,Head & Neck Squamous Cell Carcinoma,Primary Tumor,Head & Neck Squamous Cell Carcinoma,5.791
GTEX-XAJ8-1126-SM-47JYA,GTEX,Nerve - Tibial,Normal Tissue,Nerve - Tibial,-0.7346
GTEX-11O72-0626-SM-5PNYE,GTEX,Skin - Not Sun Exposed (Suprapubic),Normal Tissue,Skin - Not Sun Exposed (Suprapubic),6.865
GTEX-13PVQ-1926-SM-5L3GN,GTEX,Esophagus - Gastroesophageal Junction,Normal Tissue,Esophagus - Gastroesophageal Junction,1.105
GTEX-OIZH-1326-SM-3NB1H,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-2.548
GTEX-13NZ9-0826-SM-5J1NI,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,0.2277
TARGET-50-PALGLU-01,TARGET,Wilms Tumor,Primary Solid Tumor,Wilms Tumor,5.858
GTEX-13FLV-1226-SM-5IJBZ,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-1.149
TCGA-B0-4700-11,TCGA,Kidney Clear Cell Carcinoma,Solid Tissue Normal,Kidney Clear Cell Carcinoma,4.828
GTEX-ZDYS-0626-SM-5J2N5,GTEX,Thyroid,Normal Tissue,Thyroid,6.97
GTEX-14DAQ-2526-SM-5RQIO,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),-0.9971
TARGET-30-PAPTCR-01,TARGET,Neuroblastoma,Primary Solid Tumor,Neuroblastoma,0.4233
TCGA-BH-A28O-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.292
TCGA-55-6712-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,9.031
GTEX-Y8LW-1526-SM-5IFHL,GTEX,Skin - Not Sun Exposed (Suprapubic),Normal Tissue,Skin - Not Sun Exposed (Suprapubic),7.305
GTEX-13PL6-0526-SM-5L3G6,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,-1.732
TCGA-BJ-A0Z2-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,7.615
TCGA-DK-A6B0-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,9.182
TCGA-MK-A4N9-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.913
TCGA-97-7553-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,8.439
TCGA-ET-A2N0-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,9.407
TCGA-34-7107-11,TCGA,Lung Squamous Cell Carcinoma,Solid Tissue Normal,Lung Squamous Cell Carcinoma,6.146
TCGA-BJ-A290-11,TCGA,Thyroid Carcinoma,Solid Tissue Normal,Thyroid Carcinoma,7.327
GTEX-QV44-2226-SM-447A3,GTEX,Artery - Tibial,Normal Tissue,Artery - Tibial,-1.355
TCGA-FB-A7DR-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,9.045
TCGA-D3-A5GR-06,TCGA,Skin Cutaneous Melanoma,Metastatic,Skin Cutaneous Melanoma,-0.4325
TCGA-YB-A89D-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,9.326
GTEX-ZF2S-1526-SM-5S2OO,GTEX,Adipose - Visceral (Omentum),Normal Tissue,Adipose - Visceral (Omentum),0.5069
TARGET-10-PARXMC-04,TARGET,Acute Lymphoblastic Leukemia,Recurrent Blood Derived Cancer - Bone Marrow,Acute Lymphoblastic Leukemia,-1.994
GTEX-RUSQ-0926-SM-47JWU,GTEX,Esophagus - Muscularis,Normal Tissue,Esophagus - Muscularis,-1.831
TCGA-77-7142-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,5.915
GTEX-WHSE-0426-SM-4M1XO,GTEX,Testis,Normal Tissue,Testis,-0.394
GTEX-117YX-1126-SM-5H128,GTEX,Heart - Left Ventricle,Normal Tissue,Heart - Left Ventricle,-3.626
TCGA-KS-A4I1-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,8.035
TCGA-60-2719-01,TCGA,Lung Squamous Cell Carcinoma,Primary Tumor,Lung Squamous Cell Carcinoma,6.198
GTEX-OHPK-1626-SM-2YUN3,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-2.727
TARGET-30-PANXJL-01,TARGET,Neuroblastoma,Primary Solid Tumor,Neuroblastoma,-0.8599
GTEX-Q734-1626-SM-48U1B,GTEX,Uterus,Normal Tissue,Uterus,0.3907
TCGA-A7-A4SC-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,7.488
GTEX-WWYW-2726-SM-4MVOP,GTEX,Ovary,Normal Tissue,Ovary,0.099
GTEX-12696-1126-SM-5FQTI,GTEX,Heart - Left Ventricle,Normal Tissue,Heart - Left Ventricle,-2.727
GTEX-13O61-0126-SM-5KM4P,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-2.388
GTEX-13PVR-2326-SM-5QGR1,GTEX,Skin - Sun Exposed (Lower Leg),Normal Tissue,Skin - Sun Exposed (Lower Leg),7.475
GTEX-139YR-2426-SM-5J1OB,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,-0.9132
GTEX-1211K-0426-SM-5FQTP,GTEX,Spleen,Normal Tissue,Spleen,0.2642
TCGA-ET-A2MX-11,TCGA,Thyroid Carcinoma,Solid Tissue Normal,Thyroid Carcinoma,7.91
TCGA-FD-A5BS-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,6.1
GTEX-PWCY-0726-SM-48TCS,GTEX,Esophagus - Mucosa,Normal Tissue,Esophagus - Mucosa,7.664
GTEX-13FH7-1226-SM-5IJFK,GTEX,Small Intestine - Terminal Ileum,Normal Tissue,Small Intestine - Terminal Ileum,6.738
GTEX-ZXG5-0326-SM-5GICH,GTEX,Muscle - Skeletal,Normal Tissue,Muscle - Skeletal,-0.8339
GTEX-111VG-1926-SM-5GIDO,GTEX,Testis,Normal Tissue,Testis,-0.2498
TCGA-G9-6333-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,8.348
TCGA-J7-6720-01,TCGA,Kidney Papillary Cell Carcinoma,Primary Tumor,Kidney Papillary Cell Carcinoma,8.184
GTEX-Q2AG-0005-SM-5SI7F,GTEX,Whole Blood,Normal Tissue,Whole Blood,-3.308
TCGA-E9-A24A-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,5.258
TARGET-30-PARYNK-01,TARGET,Neuroblastoma,Primary Solid Tumor,Neuroblastoma,0.3796
GTEX-XMK1-2626-SM-4B65R,GTEX,Minor Salivary Gland,Normal Tissue,Minor Salivary Gland,8.575
TCGA-49-AARE-01,TCGA,Lung Adenocarcinoma,Primary Tumor,Lung Adenocarcinoma,9.231
TCGA-BC-4073-01,TCGA,Liver Hepatocellular Carcinoma,Primary Tumor,Liver Hepatocellular Carcinoma,6.327
TCGA-AC-A6IV-01,TCGA,Breast Invasive Carcinoma,Primary Tumor,Breast Invasive Carcinoma,6.809
TCGA-US-A779-01,TCGA,Pancreatic Adenocarcinoma,Primary Tumor,Pancreatic Adenocarcinoma,7.672
TCGA-B0-4714-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,4.897
TCGA-DK-A1AD-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,7.554
TCGA-B0-5694-01,TCGA,Kidney Clear Cell Carcinoma,Primary Tumor,Kidney Clear Cell Carcinoma,5.708
TCGA-EM-A2OW-01,TCGA,Thyroid Carcinoma,Primary Tumor,Thyroid Carcinoma,5.757
GTEX-NPJ7-0011-R11A-SM-2I3E8,GTEX,Brain - Cerebellar Hemisphere,Normal Tissue,Brain - Cerebellar Hemisphere,1.434
GTEX-13FH7-0226-SM-5IFGG,GTEX,Adrenal Gland,Normal Tissue,Adrenal Gland,-1.283
TCGA-XF-AAMQ-01,TCGA,Bladder Urothelial Carcinoma,Primary Tumor,Bladder Urothelial Carcinoma,9.426
TCGA-G9-6498-01,TCGA,Prostate Adenocarcinoma,Primary Tumor,Prostate Adenocarcinoma,5.181
TCGA-AG-3742-01,TCGA,Rectum Adenocarcinoma,Primary Tumor,Rectum Adenocarcinoma,8.638
TCGA-WB-A816-01,TCGA,Pheochromocytoma & Paraganglioma,Primary Tumor,Pheochromocytoma & Paraganglioma,-3.171
GTEX-13OVL-0011-R6a-SM-5L3G4,GTEX,Brain - Nucleus Accumbens (Basal Ganglia),Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),-0.2498
GTEX-POYW-1226-SM-5LU5O,GTEX,Lung,Normal Tissue,Lung,4.465
TARGET-10-PANJPG-09,TARGET,Acute Lymphoblastic Leukemia,Primary Blood Derived Cancer - Bone Marrow,Acute Lymphoblastic Leukemia,-5.574
GTEX-13OW6-0526-SM-5L3HY,GTEX,Adipose - Subcutaneous,Normal Tissue,Adipose - Subcutaneous,-0.8599
