sample,donor_id,study,cell_type,group,g,tot,cpm,expr
Leader_Merad_2021_448,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,442.0,1276129.0,346.35996831041376,5.850361614900169
Leader_Merad_2021_453,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),7.0,19246.0,363.7119401434064,5.899107836909652
Leader_Merad_2021_453,Leader_Merad_2021_706,Leader_Merad_2021,club cell,Epithelial (normal lung),29.0,48559.0,597.2116394489178,6.3939446034604455
Leader_Merad_2021_453,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),57.0,64642.0,881.7796479069336,6.783075620092064
Leader_Merad_2021_453,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),40.0,330842.0,120.90363375871262,4.803230845384303
Leader_Merad_2021_453,Leader_Merad_2021_706,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),27.0,22466.0,1201.8160776284165,7.092420817859439
Leader_Merad_2021_452,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,187.0,622005.0,300.64067009107646,5.70923647482474
Leader_Merad_2021_457,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),42.0,65817.0,638.133005150645,6.460112578493866
Leader_Merad_2021_457,Leader_Merad_2021_706,Leader_Merad_2021,club cell,Epithelial (normal lung),15.0,20115.0,745.7121551081282,6.61567977634512
Leader_Merad_2021_457,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),21.0,55864.0,375.9129314048403,5.932014209593885
Leader_Merad_2021_457,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),62.0,429364.0,144.39962362936808,4.97948597657728
Leader_Merad_2021_457,Leader_Merad_2021_706,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),8.0,18066.0,442.82076829403303,6.095420805920094
Leader_Merad_2021_456,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,257.0,676011.0,380.17132857305575,5.943248955344478
Leader_Merad_2021_461,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),21.0,57106.0,367.73719048786467,5.910084169390635
Leader_Merad_2021_461,Leader_Merad_2021_706,Leader_Merad_2021,club cell,Epithelial (normal lung),13.0,17987.0,722.7442041474399,6.584438020768701
Leader_Merad_2021_461,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),44.0,59039.0,745.2700757126645,6.6150875664724795
Leader_Merad_2021_461,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),77.0,467417.0,164.73512944544166,5.110390908271599
Leader_Merad_2021_460,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,182.0,729164.0,249.6009128261955,5.523861685017965
Leader_Merad_2021_465,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),19.0,40428.0,469.9713070149401,6.154797172871888
Leader_Merad_2021_465,Leader_Merad_2021_706,Leader_Merad_2021,club cell,Epithelial (normal lung),13.0,25649.0,506.84237202230105,6.2301711081334945
Leader_Merad_2021_465,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),13.0,36868.0,352.60930888575456,5.868192656451338
Leader_Merad_2021_465,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),57.0,418136.0,136.31928367803778,4.922308752132817
Leader_Merad_2021_465,Leader_Merad_2021_706,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),0.0,2304.0,0.0,0.0
Leader_Merad_2021_464,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,244.0,698774.0,349.1829976501702,5.8584558682738574
Leader_Merad_2021_469,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),4.0,23892.0,167.42005692281936,5.126461197583141
Leader_Merad_2021_469,Leader_Merad_2021_706,Leader_Merad_2021,club cell,Epithelial (normal lung),24.0,47255.0,507.882763728706,6.232217663358603
Leader_Merad_2021_469,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),36.0,47061.0,764.9646203863072,6.641135981188678
Leader_Merad_2021_469,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),54.0,392903.0,137.4385026329654,4.930426202708689
Leader_Merad_2021_469,Leader_Merad_2021_706,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),2.0,8154.0,245.2783909737552,5.506462566700875
Leader_Merad_2021_468,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,161.0,576644.0,279.2017258481836,5.63550979322792
Leader_Merad_2021_473,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),8.0,35767.0,223.66986328179607,5.414632050400229
Leader_Merad_2021_473,Leader_Merad_2021_706,Leader_Merad_2021,club cell,Epithelial (normal lung),0.0,5707.0,0.0,0.0
Leader_Merad_2021_473,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),17.0,32887.0,516.9215799556055,6.24982384075176
Leader_Merad_2021_473,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),53.0,304709.0,173.93644427962414,5.164422732414299
Leader_Merad_2021_473,Leader_Merad_2021_706,Leader_Merad_2021,multiciliated epithelial cell,Epithelial (normal lung),14.0,17437.0,802.8904054596547,6.689462948270348
Leader_Merad_2021_472,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,191.0,789090.0,242.05097010480426,5.493271174863068
Leader_Merad_2021_480,Leader_Merad_2021_706,Leader_Merad_2021,epithelial cell of lung,Epithelial (normal lung),2.0,2264.0,883.3922261484099,6.784900658972259
Leader_Merad_2021_480,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 1 cell,Epithelial (normal lung),0.0,1145.0,0.0,0.0
Leader_Merad_2021_480,Leader_Merad_2021_706,Leader_Merad_2021,pulmonary alveolar type 2 cell,Epithelial (normal lung),6.0,39885.0,150.43249341857842,5.02013993764941
Leader_Merad_2021_481,Leader_Merad_2021_706,Leader_Merad_2021,malignant cell,II,65.0,80415.0,808.3069079151899,6.696178212132088
Leader_Merad_2021_851,Leader_Merad_2021_800,Leader_Merad_2021,malignant cell,I,0.0,8385.0,0.0,0.0
Madissoon_Meyer_2020_HCATisStab7509734,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),8.0,65069.0,122.94641073322165,4.81984930068574
Madissoon_Meyer_2020_HCATisStab7509734,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),4.0,13666.0,292.6972047416947,5.6825493207663476
Madissoon_Meyer_2020_HCATisStab7509734,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),2.0,5952.0,336.0215053763441,5.8201467424894515
Madissoon_Meyer_2020_HCATisStab7509734,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),430.0,4236589.0,101.49674655719495,4.629831057169294
Madissoon_Meyer_2020_HCATisStab7509734,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),1.0,27335.0,36.58313517468447,3.6265554171868395
Madissoon_Meyer_2020_HCATisStab7509735,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),36.0,154042.0,233.7024967216733,5.4583187407282745
Madissoon_Meyer_2020_HCATisStab7509735,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),0.0,2377.0,0.0,0.0
Madissoon_Meyer_2020_HCATisStab7509735,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),3.0,18230.0,164.5639056500274,5.109357257143638
Madissoon_Meyer_2020_HCATisStab7509735,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),411.0,2951460.0,139.25311540728995,4.943448757398804
Madissoon_Meyer_2020_HCATisStab7509735,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),14.0,72536.0,193.0076100143377,5.267897385172003
Madissoon_Meyer_2020_HCATisStab7509736,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),81.0,358410.0,225.99815853352305,5.424941905261376
Madissoon_Meyer_2020_HCATisStab7509736,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),54.0,227520.0,237.34177215189874,5.473705661029407
Madissoon_Meyer_2020_HCATisStab7509736,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),31.0,74835.0,414.2446716108772,6.028867916649191
Madissoon_Meyer_2020_HCATisStab7509736,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),1040.0,5627385.0,184.8105292244977,5.2247274944430595
Madissoon_Meyer_2020_HCATisStab7509736,Madissoon_Meyer_2020_343B,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),173.0,621664.0,278.2853760230607,5.632234112192792
Madissoon_Meyer_2020_HCATisStab7587202,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),21.0,46479.0,451.8169495901375,6.115487959028791
Madissoon_Meyer_2020_HCATisStab7587202,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,30754.0,130.06438186902517,4.875688667121002
Madissoon_Meyer_2020_HCATisStab7587202,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),549.0,2730577.0,201.05640675945048,5.308546899804004
Madissoon_Meyer_2020_HCATisStab7587202,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),80.0,99837.0,801.3061289902541,6.6874902420053335
Madissoon_Meyer_2020_HCATisStab7587205,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),8.0,26684.0,299.80512666766606,5.7064626353734855
Madissoon_Meyer_2020_HCATisStab7587205,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),2.0,13182.0,151.72204521316948,5.028619571242237
Madissoon_Meyer_2020_HCATisStab7587205,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),8.0,35962.0,222.45703798453926,5.409219171793442
Madissoon_Meyer_2020_HCATisStab7587205,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),232.0,1467594.0,158.08186732843006,5.069418958568497
Madissoon_Meyer_2020_HCATisStab7587205,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),101.0,134507.0,750.8902882377869,6.622590420005562
Madissoon_Meyer_2020_HCATisStab7587208,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),0.0,7250.0,0.0,0.0
Madissoon_Meyer_2020_HCATisStab7587208,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),12.0,33078.0,362.7788862688191,5.896546227755573
Madissoon_Meyer_2020_HCATisStab7587208,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),11.0,37202.0,295.68302779420463,5.692664322405483
Madissoon_Meyer_2020_HCATisStab7587208,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),710.0,3569824.0,198.8893570103176,5.297763998519775
Madissoon_Meyer_2020_HCATisStab7587208,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),62.0,50817.0,1220.0641517602378,7.107478013074684
Madissoon_Meyer_2020_HCATisStab7587211,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),8.0,45213.0,176.94026054453366,5.1814478790424445
Madissoon_Meyer_2020_HCATisStab7587211,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),9.0,27038.0,332.86485686811153,5.810736290940523
Madissoon_Meyer_2020_HCATisStab7587211,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),17.0,65762.0,258.50795292113986,5.558787349231282
Madissoon_Meyer_2020_HCATisStab7587211,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),173.0,985450.0,175.55431528743213,5.173628564372103
Madissoon_Meyer_2020_HCATisStab7587211,Madissoon_Meyer_2020_356C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),19.0,51188.0,371.1807454872236,5.919379611239781
Madissoon_Meyer_2020_HCATisStab7646032,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),36.0,95000.0,378.94736842105266,5.940032738972721
Madissoon_Meyer_2020_HCATisStab7646032,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),12.0,25219.0,475.83171418375036,6.167163628186266
Madissoon_Meyer_2020_HCATisStab7646032,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),4.0,9305.0,429.87641053197206,6.065821298477095
Madissoon_Meyer_2020_HCATisStab7646032,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),112.0,958261.0,116.8783869947749,4.769653474324695
Madissoon_Meyer_2020_HCATisStab7646032,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),62.0,123342.0,502.6673801300449,6.2219160901424315
Madissoon_Meyer_2020_HCATisStab7646033,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),26.0,66956.0,388.3147141406297,5.964388050307563
Madissoon_Meyer_2020_HCATisStab7646033,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),0.0,9716.0,0.0,0.0
Madissoon_Meyer_2020_HCATisStab7646033,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),15.0,128915.0,116.35573827715938,4.765209819926913
Madissoon_Meyer_2020_HCATisStab7646033,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),62.0,99372.0,623.9182063357887,6.437620771309455
Madissoon_Meyer_2020_HCATisStab7646034,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),13.0,48293.0,269.19015178183173,5.599125976978186
Madissoon_Meyer_2020_HCATisStab7646034,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),1.0,7217.0,138.56172925038103,4.938507006972541
Madissoon_Meyer_2020_HCATisStab7646034,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),12.0,75718.0,158.4827914102327,5.071936025559327
Madissoon_Meyer_2020_HCATisStab7646034,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),2.0,9083.0,220.19156666299682,5.399029143528065
Madissoon_Meyer_2020_HCATisStab7646035,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),23.0,150893.0,152.42589119442255,5.033217656923258
Madissoon_Meyer_2020_HCATisStab7646035,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),24.0,95959.0,250.10681645286007,5.525878412162507
Madissoon_Meyer_2020_HCATisStab7646035,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),10.0,24045.0,415.88687876897484,6.03281491106206
Madissoon_Meyer_2020_HCATisStab7646035,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),16.0,111558.0,143.4231520823249,4.972747546586857
Madissoon_Meyer_2020_HCATisStab7646035,Madissoon_Meyer_2020_367C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),81.0,177777.0,455.626993368096,6.123866850543851
Madissoon_Meyer_2020_HCATisStab7659968,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),0.0,1361.0,0.0,0.0
Madissoon_Meyer_2020_HCATisStab7659968,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),0.0,1566.0,0.0,0.0
Madissoon_Meyer_2020_HCATisStab7659968,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),1.0,606.0,1650.1650165016501,7.409236388351108
Madissoon_Meyer_2020_HCATisStab7659969,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),12.0,124827.0,96.13304813862386,4.576081668972939
Madissoon_Meyer_2020_HCATisStab7659969,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),14.0,18853.0,742.5873866228187,6.611486293119801
Madissoon_Meyer_2020_HCATisStab7659969,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),31.0,235088.0,131.86551419043082,4.8893374451424405
Madissoon_Meyer_2020_HCATisStab7659970,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),34.0,147241.0,230.91394380641262,5.446366370985156
Madissoon_Meyer_2020_HCATisStab7659970,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,pulmonary alveolar type 1 cell,Epithelial (normal lung),7.0,24965.0,280.39254956939715,5.639750668030557
Madissoon_Meyer_2020_HCATisStab7659970,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),182.0,1343664.0,135.45052929899143,4.915962126216018
Madissoon_Meyer_2020_HCATisStab7659971,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),8.0,59051.0,135.47611386767372,4.916149609332069
Madissoon_Meyer_2020_HCATisStab7659971,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),55.0,283177.0,194.22481345589506,5.274151784014386
Madissoon_Meyer_2020_HCATisStab7659971,Madissoon_Meyer_2020_368C,Madissoon_Meyer_2020,multiciliated epithelial cell,Epithelial (normal lung),77.0,81781.0,941.5389882735599,6.848577285335079
Madissoon_Meyer_2020_HCATisStab7747197,Madissoon_Meyer_2020_390C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),4.0,18144.0,220.4585537918871,5.40023545591308
Madissoon_Meyer_2020_HCATisStab7747197,Madissoon_Meyer_2020_390C,Madissoon_Meyer_2020,pulmonary alveolar type 2 cell,Epithelial (normal lung),254.0,1950426.0,130.2279604558184,4.876935967034913
Madissoon_Meyer_2020_HCATisStab7747198,Madissoon_Meyer_2020_390C,Madissoon_Meyer_2020,epithelial cell of lung,Epithelial (normal lung),13.0,80854.0,160.78363469958197,5.086259854265244
Madissoon_Meyer_2020_HCATisStab7747198,Madissoon_Meyer_2020_390C,Madissoon_Meyer_2020,club cell,Epithelial (normal lung),30.0,35929.0,834.9800996409587,6.72860480854415
